,State,County,Tract,Drive,Carpooled,Transit,Walked,Other,MBSA,Service,Office,Construction,Production,IRural,IConstruction,IManufacturing,IWholesale,IRetail,IUtilities,IInformation,IFinance,IProfessional,ISocial,IRecreation,IOther,IPublic
2315,SC,Colleton,486205.15,58410.0,9875.0,490.0,1370.0,1030.0,18295.0,12615.0,16850.0,13600.0,13275.0,2680.0,8760.0,9390.0,1435.0,7450.0,4630.0,2230.0,4140.0,5785.0,16430.0,5940.0,2765.0,3000.0
2316,SC,Darlington,8680.0,112520.0,17235.0,250.0,1710.0,2335.0,37325.0,24455.0,33085.0,15240.0,30365.0,3775.0,7460.0,31510.0,3685.0,17390.0,7400.0,1620.0,6400.0,9240.0,30550.0,9340.0,6975.0,5125.0
2317,SC,Dillon,291105.0,46275.0,8305.0,780.0,1470.0,255.0,11475.0,10775.0,13205.0,8340.0,15770.0,1765.0,3900.0,13740.0,3405.0,8395.0,2415.0,180.0,2300.0,2780.0,10665.0,3795.0,3280.0,2945.0
2318,SC,Dorchester,13294.4,254360.0,28780.0,655.0,3320.0,3455.0,99495.0,48740.0,78640.0,38145.0,36175.0,1835.0,27735.0,37355.0,6930.0,35385.0,16420.0,5885.0,16100.0,28595.0,62040.0,27020.0,13060.0,22835.0
2319,SC,Edgefield,291105.30000000005,40570.0,8375.0,605.0,350.0,405.0,14980.0,7955.0,11785.0,6835.0,11060.0,1405.0,3180.0,9320.0,1245.0,7535.0,2530.0,500.0,1695.0,4850.0,11225.0,2975.0,3330.0,2825.0
2320,SC,Fairfield,240075.0,40915.0,4550.0,75.0,340.0,575.0,13920.0,9235.0,10405.0,5235.0,10020.0,425.0,3845.0,8555.0,1280.0,4055.0,3630.0,740.0,2975.0,4335.0,9180.0,3175.0,1815.0,4805.0
2321,SC,Florence,51086.49999999999,239160.0,31050.0,1630.0,4250.0,4005.0,96585.0,51345.0,78660.0,26440.0,43970.0,2400.0,17160.0,39810.0,9035.0,37390.0,14225.0,4950.0,20155.0,23015.0,77980.0,22280.0,16805.0,11795.0
2322,SC,Georgetown,693811.0500000004,91995.0,11590.0,1235.0,975.0,3030.0,31830.0,27910.0,27270.0,14085.0,14910.0,2585.0,9755.0,11580.0,2185.0,12520.0,3860.0,995.0,9095.0,11240.0,23115.0,16585.0,6190.0,6300.0
2323,SC,Greenville,14154.150000000058,835525.0,100065.0,4635.0,21465.0,10470.0,363775.0,158520.0,271105.0,94415.0,139785.0,3010.0,84235.0,176520.0,41090.0,119000.0,38870.0,20710.0,58535.0,110295.0,199640.0,94775.0,54605.0,26315.0
2324,SC,Greenwood,679340.6000000003,125570.0,13315.0,325.0,2530.0,755.0,41280.0,24950.0,34010.0,17095.0,31450.0,1080.0,9475.0,34495.0,2445.0,18845.0,5905.0,1300.0,6035.0,12350.0,33195.0,11205.0,7645.0,4810.0
2325,SC,Hampton,230075.0,31155.0,4835.0,840.0,1150.0,90.0,7610.0,8760.0,7990.0,6275.0,8365.0,1335.0,3735.0,6555.0,635.0,5095.0,1265.0,305.0,670.0,3265.0,8365.0,2825.0,1145.0,3805.0
2326,SC,Horry,283502.6999999998,489165.0,61505.0,1765.0,6720.0,12650.0,168670.0,135920.0,182560.0,76615.0,43810.0,4515.0,67575.0,24770.0,12950.0,94145.0,20910.0,11585.0,47875.0,57100.0,99090.0,117940.0,26825.0,22295.0
2327,SC,Jasper,239545.15,40075.0,7225.0,0.0,580.0,815.0,8005.0,14655.0,11305.0,8555.0,9000.0,1325.0,6935.0,3325.0,650.0,7620.0,5140.0,300.0,3025.0,5450.0,6995.0,5960.0,2675.0,2120.0
2328,SC,Kershaw,727931.1500000005,104980.0,17015.0,785.0,1215.0,1070.0,37865.0,21220.0,34440.0,16090.0,21785.0,2110.0,12110.0,20665.0,2055.0,16120.0,6445.0,1010.0,10490.0,11515.0,25810.0,9020.0,5675.0,8375.0
2329,SC,Lancaster,7500.300000000004,117980.0,16080.0,155.0,1320.0,1995.0,35200.0,21860.0,41360.0,18700.0,27170.0,1830.0,12960.0,28470.0,5590.0,18510.0,6575.0,2110.0,12480.0,10925.0,25840.0,6930.0,7740.0,4330.0
2330,SC,Laurens,782391.1000000007,105270.0,18275.0,420.0,3865.0,2615.0,32515.0,22450.0,31680.0,18145.0,33700.0,2405.0,10915.0,33535.0,3390.0,16660.0,7340.0,2030.0,6000.0,9275.0,27250.0,7590.0,7495.0,4605.0
2331,SC,Lee,322120.15,23090.0,3855.0,205.0,385.0,290.0,6730.0,6225.0,7715.0,3120.0,6260.0,785.0,1630.0,4945.0,1050.0,3635.0,1230.0,250.0,2260.0,1405.0,7195.0,2045.0,1675.0,1945.0
2332,SC,Lexington,125359.79999999994,517830.0,54070.0,1935.0,5625.0,18060.0,225935.0,89275.0,176535.0,74215.0,67840.0,6730.0,52950.0,67700.0,23500.0,71475.0,31890.0,13060.0,51355.0,57830.0,132690.0,49030.0,31570.0,44020.0
2333,SC,Marion,380180.0,49390.0,9240.0,855.0,950.0,990.0,16080.0,11470.0,16395.0,7945.0,13920.0,1450.0,4440.0,10975.0,2545.0,9490.0,2645.0,275.0,5300.0,3180.0,15355.0,4610.0,2970.0,2575.0
2334,SC,Marlboro,336120.15,36745.0,7110.0,360.0,475.0,615.0,8915.0,7625.0,9280.0,5515.0,16085.0,1865.0,2500.0,15110.0,1485.0,5675.0,2480.0,240.0,1665.0,1460.0,7985.0,3400.0,1515.0,2040.0
2335,SC,Mccormick,138030.0,13855.0,1730.0,30.0,0.0,10.0,3805.0,4585.0,3520.0,1695.0,3335.0,190.0,1405.0,2785.0,235.0,1035.0,700.0,160.0,945.0,1255.0,3585.0,1485.0,1255.0,1905.0
2336,SC,Newberry,380160.40000000014,67745.0,10490.0,155.0,810.0,1125.0,23455.0,15205.0,18265.0,11050.0,16470.0,2880.0,6665.0,15310.0,1685.0,10940.0,4390.0,370.0,3195.0,6250.0,17585.0,7940.0,3475.0,3760.0
2337,SC,Oconee,22960.6,122065.0,16955.0,520.0,2450.0,2275.0,48655.0,24675.0,33890.0,18020.0,27280.0,2140.0,11240.0,29295.0,2775.0,15410.0,9965.0,1130.0,6550.0,10650.0,36050.0,15745.0,7030.0,4540.0
2338,SC,Orangeburg,11050.0,143875.0,18800.0,690.0,3665.0,4160.0,47445.0,31150.0,42975.0,19725.0,38125.0,4380.0,11635.0,34940.0,4310.0,20695.0,9610.0,2080.0,5465.0,12000.0,43050.0,14955.0,8280.0,8020.0
2339,SC,Pickens,15087.700000000032,211560.0,21880.0,2175.0,7420.0,3270.0,87155.0,42755.0,59750.0,30240.0,39720.0,2155.0,22495.0,43800.0,4985.0,31805.0,11595.0,3565.0,10815.0,17305.0,68185.0,23920.0,11755.0,7240.0
2340,SC,Richland,85282.94999999994,709340.0,89985.0,10760.0,18460.0,19240.0,348475.0,159165.0,224810.0,58170.0,83755.0,3180.0,47945.0,65700.0,21830.0,96130.0,34135.0,23145.0,79060.0,88855.0,217170.0,82450.0,36795.0,77980.0
2341,SC,Saluda,240060.15,31070.0,6810.0,145.0,660.0,460.0,10245.0,5130.0,9410.0,7685.0,9410.0,3240.0,4920.0,8265.0,1510.0,4485.0,1845.0,235.0,1840.0,1810.0,7835.0,1930.0,1610.0,2355.0
2342,SC,Spartanburg,76496.3499999999,506470.0,58530.0,2120.0,9735.0,5520.0,183930.0,96675.0,147250.0,63020.0,121330.0,3460.0,48515.0,128710.0,24235.0,73785.0,26865.0,11370.0,26345.0,47035.0,121500.0,53815.0,30505.0,16065.0
2343,SC,Sumter,1280.999999999999,178485.0,25535.0,1050.0,3615.0,2565.0,56050.0,38760.0,44115.0,21820.0,42215.0,1530.0,13990.0,33540.0,4550.0,24025.0,9445.0,3025.0,9780.0,11465.0,45385.0,16935.0,10810.0,18480.0
2344,SC,Union,13725.0,46555.0,6395.0,0.0,660.0,1190.0,14450.0,10060.0,11285.0,7220.0,14170.0,445.0,4360.0,14390.0,2080.0,5465.0,2675.0,495.0,1800.0,3710.0,13420.0,3380.0,2415.0,2550.0
2345,SC,Williamsburg,533790.3000000003,46765.0,4410.0,1210.0,1160.0,1015.0,11925.0,11260.0,15070.0,6785.0,12900.0,1265.0,4150.0,9300.0,715.0,6175.0,4510.0,970.0,2320.0,3515.0,13935.0,4055.0,3195.0,3835.0
2346,SC,York,140531.69999999992,417545.0,59865.0,2085.0,7425.0,4550.0,186060.0,81020.0,141675.0,49005.0,70310.0,3245.0,39730.0,77165.0,22015.0,58165.0,31530.0,11955.0,43590.0,48510.0,101775.0,50905.0,23640.0,15845.0
2347,SD,Aurora,48680.0,4800.0,885.0,65.0,370.0,115.0,2390.0,1500.0,1585.0,1255.0,650.0,1950.0,365.0,430.0,215.0,800.0,315.0,80.0,290.0,240.0,1610.0,470.0,280.0,335.0
2348,SD,Beadle,287055.0,32100.0,6090.0,230.0,1580.0,1025.0,13185.0,6980.0,8725.0,5425.0,9850.0,3960.0,2980.0,7740.0,1830.0,3755.0,2140.0,865.0,1865.0,1570.0,9225.0,3035.0,2570.0,2630.0
2349,SD,Bennett,94110.0,3370.0,915.0,25.0,140.0,50.0,2100.0,945.0,1270.0,995.0,505.0,1120.0,680.0,235.0,50.0,415.0,80.0,55.0,480.0,45.0,1460.0,125.0,330.0,740.0
2350,SD,Bon Homme,96765.0,9385.0,1705.0,0.0,850.0,330.0,5945.0,3085.0,2735.0,1575.0,2070.0,3135.0,570.0,1420.0,220.0,1495.0,525.0,180.0,860.0,525.0,3685.0,835.0,725.0,1235.0
2351,SD,Brookings,287640.25,64855.0,8085.0,720.0,5805.0,2365.0,30130.0,12495.0,20300.0,9440.0,14640.0,6860.0,3825.0,20355.0,970.0,8485.0,2180.0,890.0,4550.0,5300.0,20540.0,7855.0,3340.0,1855.0
2352,SD,Brown,380660.0,78560.0,8320.0,230.0,5150.0,1685.0,31000.0,17970.0,25545.0,10035.0,14840.0,5100.0,5620.0,11050.0,3445.0,14600.0,3525.0,1665.0,6710.0,6330.0,23050.0,9015.0,4320.0,4960.0
2353,SD,Brule,97315.0,8975.0,1505.0,0.0,875.0,105.0,5580.0,2485.0,2630.0,1510.0,1120.0,2200.0,875.0,430.0,395.0,1250.0,420.0,215.0,525.0,460.0,4205.0,1210.0,480.0,660.0
2354,SD,Buffalo,47010.0,1835.0,285.0,0.0,535.0,30.0,810.0,1125.0,450.0,325.0,210.0,125.0,125.0,40.0,0.0,305.0,0.0,0.0,95.0,105.0,850.0,670.0,220.0,385.0
2355,SD,Butte,96765.0,16750.0,3265.0,0.0,990.0,220.0,6630.0,3915.0,5905.0,5210.0,1825.0,3575.0,2015.0,1480.0,180.0,4085.0,1220.0,190.0,640.0,1450.0,3910.0,2350.0,1005.0,1385.0
2356,SD,Campbell,48205.0,2445.0,390.0,0.0,310.0,50.0,1690.0,635.0,555.0,450.0,450.0,805.0,260.0,215.0,325.0,330.0,135.0,70.0,100.0,175.0,800.0,215.0,190.0,160.0
2357,SD,Charles Mix,142530.0,13095.0,2405.0,25.0,1305.0,445.0,7455.0,3690.0,4180.0,2750.0,1725.0,3945.0,1005.0,525.0,335.0,2590.0,655.0,155.0,915.0,680.0,4925.0,1655.0,850.0,1565.0
2358,SD,Clark,47790.0,5610.0,705.0,70.0,1015.0,95.0,3055.0,1130.0,1780.0,1300.0,1275.0,2430.0,755.0,595.0,175.0,825.0,580.0,125.0,305.0,200.0,1560.0,370.0,275.0,345.0
2359,SD,Clay,144870.0,24665.0,4095.0,0.0,3850.0,1245.0,14510.0,6515.0,9015.0,3235.0,2785.0,1685.0,2375.0,2065.0,410.0,4930.0,1070.0,640.0,1550.0,2035.0,13585.0,3795.0,1055.0,865.0
2360,SD,Codington,334035.30000000005,58535.0,7860.0,95.0,1595.0,565.0,23490.0,10320.0,19710.0,7610.0,11800.0,4710.0,3020.0,14230.0,1950.0,11160.0,2215.0,1360.0,6500.0,2770.0,13285.0,6230.0,3020.0,2480.0
2361,SD,Corson,94105.0,4025.0,600.0,180.0,655.0,180.0,2665.0,1125.0,1180.0,1010.0,545.0,1565.0,440.0,45.0,30.0,385.0,175.0,195.0,110.0,205.0,1690.0,790.0,240.0,655.0
2362,SD,Custer,96515.0,14620.0,1860.0,30.0,745.0,210.0,8330.0,2885.0,3345.0,2470.0,1930.0,2860.0,1575.0,760.0,110.0,870.0,1300.0,270.0,1160.0,930.0,4665.0,2030.0,795.0,1635.0
2363,SD,Davison,192550.0,38885.0,3915.0,365.0,3160.0,2310.0,15315.0,10870.0,12810.0,5635.0,7325.0,3175.0,3595.0,6175.0,1400.0,8040.0,1250.0,665.0,1890.0,2875.0,12355.0,6880.0,2215.0,1440.0
2364,SD,Day,142920.0,10085.0,1255.0,30.0,880.0,200.0,4765.0,2240.0,3415.0,1950.0,1715.0,2125.0,775.0,1450.0,470.0,1670.0,580.0,225.0,810.0,515.0,3045.0,1275.0,555.0,590.0
2365,SD,Deuel,95365.0,8355.0,1165.0,0.0,540.0,165.0,3570.0,1640.0,2365.0,2090.0,1990.0,2145.0,845.0,2030.0,185.0,940.0,685.0,500.0,345.0,385.0,2235.0,605.0,515.0,240.0
2366,SD,Dewey,94160.0,6190.0,1635.0,25.0,1145.0,375.0,4760.0,1805.0,1475.0,1715.0,345.0,1880.0,900.0,30.0,130.0,595.0,465.0,60.0,200.0,190.0,2825.0,385.0,210.0,2230.0
2367,SD,Douglas,48480.0,5135.0,560.0,0.0,520.0,110.0,3240.0,1215.0,1180.0,1025.0,980.0,1800.0,370.0,725.0,380.0,645.0,250.0,95.0,250.0,110.0,1985.0,235.0,405.0,390.0
2368,SD,Edmunds,96215.0,6560.0,980.0,135.0,830.0,130.0,3560.0,1460.0,2160.0,1165.0,1435.0,2180.0,390.0,505.0,375.0,905.0,875.0,140.0,510.0,590.0,1940.0,560.0,450.0,360.0
2369,SD,Fall River,96415.0,10145.0,1455.0,0.0,2155.0,250.0,5755.0,3870.0,2425.0,1895.0,1105.0,1705.0,555.0,295.0,110.0,1185.0,820.0,385.0,370.0,610.0,4285.0,2090.0,955.0,1685.0
2370,SD,Faulk,48055.0,3225.0,305.0,10.0,695.0,25.0,2190.0,930.0,895.0,655.0,585.0,1710.0,340.0,225.0,160.0,485.0,195.0,75.0,115.0,40.0,1230.0,265.0,270.0,145.0
2371,SD,Grant,95320.0,14325.0,2275.0,0.0,2200.0,290.0,6660.0,3875.0,5325.0,2710.0,2775.0,2885.0,1225.0,2055.0,455.0,3070.0,1270.0,365.0,1295.0,495.0,3595.0,1430.0,2780.0,425.0
2372,SD,Gregory,97115.0,6875.0,780.0,0.0,785.0,150.0,4615.0,1700.0,2000.0,1490.0,670.0,2170.0,1020.0,360.0,105.0,1170.0,415.0,115.0,590.0,305.0,2840.0,435.0,650.0,300.0
2373,SD,Haakon,48005.0,3180.0,290.0,0.0,355.0,75.0,1870.0,340.0,1415.0,835.0,540.0,1325.0,505.0,455.0,240.0,630.0,355.0,65.0,155.0,60.0,740.0,150.0,145.0,175.0
2374,SD,Hamlin,95515.0,9615.0,1305.0,0.0,920.0,155.0,4060.0,2260.0,2360.0,2275.0,2740.0,1845.0,1320.0,2215.0,820.0,1050.0,755.0,200.0,575.0,415.0,3155.0,565.0,450.0,330.0
2375,SD,Hand,97565.0,6080.0,775.0,0.0,700.0,120.0,3390.0,1510.0,1715.0,2005.0,600.0,2525.0,445.0,465.0,285.0,955.0,455.0,75.0,275.0,370.0,1855.0,360.0,780.0,375.0
2376,SD,Hanson,48205.0,5340.0,720.0,0.0,320.0,35.0,2755.0,1235.0,1315.0,1275.0,1125.0,1555.0,540.0,775.0,200.0,580.0,225.0,140.0,450.0,280.0,1695.0,395.0,385.0,485.0
2377,SD,Harding,48435.0,1335.0,255.0,0.0,680.0,45.0,1700.0,485.0,295.0,730.0,40.0,1570.0,285.0,0.0,20.0,125.0,115.0,30.0,35.0,55.0,545.0,255.0,65.0,150.0
2378,SD,Hughes,195570.0,36500.0,7180.0,300.0,1960.0,645.0,19785.0,8290.0,13110.0,3925.0,3235.0,1740.0,2940.0,905.0,1425.0,5510.0,1945.0,1155.0,3285.0,2685.0,9210.0,5145.0,1415.0,10985.0
2379,SD,Hutchinson,145305.0,11935.0,1670.0,15.0,1300.0,490.0,6715.0,2500.0,2855.0,2195.0,3235.0,3225.0,770.0,2050.0,600.0,1850.0,765.0,105.0,1000.0,655.0,4475.0,590.0,895.0,520.0
2380,SD,Hyde,48835.0,2265.0,350.0,20.0,245.0,65.0,1430.0,455.0,555.0,530.0,480.0,735.0,270.0,275.0,130.0,440.0,55.0,175.0,135.0,20.0,745.0,35.0,45.0,390.0
2381,SD,Jackson,95115.0,3325.0,310.0,0.0,640.0,60.0,2100.0,1490.0,1005.0,830.0,200.0,1275.0,160.0,85.0,105.0,615.0,220.0,55.0,160.0,130.0,1575.0,615.0,80.0,550.0
2382,SD,Jerauld,48705.0,3600.0,400.0,0.0,275.0,70.0,1565.0,930.0,855.0,1110.0,660.0,1035.0,405.0,510.0,110.0,550.0,120.0,40.0,215.0,210.0,1245.0,365.0,120.0,195.0
2383,SD,Jones,4580.0,2380.0,105.0,15.0,120.0,5.0,1215.0,320.0,1025.0,470.0,205.0,895.0,235.0,85.0,15.0,525.0,355.0,40.0,200.0,60.0,355.0,305.0,20.0,145.0
2384,SD,Kingsbury,95815.0,9520.0,1495.0,0.0,875.0,100.0,4415.0,1890.0,2515.0,1690.0,2790.0,1965.0,835.0,2500.0,465.0,770.0,880.0,35.0,925.0,645.0,2620.0,850.0,600.0,210.0
2385,SD,Lake,144030.0,21500.0,2805.0,0.0,2310.0,245.0,8615.0,4945.0,6445.0,2970.0,5925.0,1595.0,1585.0,5310.0,1200.0,3245.0,1050.0,535.0,1305.0,1125.0,7480.0,2525.0,1150.0,795.0
2386,SD,Lawrence,241575.15,44290.0,7950.0,290.0,2950.0,615.0,19155.0,14160.0,15275.0,7800.0,4520.0,2925.0,5800.0,3345.0,570.0,6345.0,1620.0,1475.0,3615.0,3620.0,14830.0,11595.0,2685.0,2485.0
2387,SD,Lincoln,5586.800000000002,98990.0,9455.0,0.0,1050.0,650.0,47765.0,14115.0,32630.0,10300.0,11825.0,2060.0,8505.0,11215.0,4315.0,12595.0,4455.0,3020.0,16170.0,9410.0,29085.0,5415.0,6465.0,3925.0
2388,SD,Lyman,95635.0,6100.0,390.0,90.0,570.0,115.0,3260.0,1585.0,1585.0,1145.0,1050.0,1440.0,680.0,35.0,260.0,580.0,520.0,195.0,365.0,235.0,2090.0,830.0,405.0,990.0
2389,SD,Marshall,47540.0,7800.0,1330.0,0.0,820.0,75.0,3745.0,1820.0,2015.0,1700.0,1990.0,2030.0,895.0,1565.0,185.0,1245.0,310.0,145.0,275.0,295.0,2095.0,785.0,760.0,685.0
2390,SD,Mccook,96465.0,9350.0,2055.0,25.0,820.0,110.0,5265.0,2050.0,3750.0,1935.0,1395.0,2275.0,970.0,1190.0,555.0,1480.0,660.0,205.0,1140.0,630.0,3510.0,760.0,585.0,435.0
2391,SD,Mcpherson,48155.0,3335.0,305.0,0.0,930.0,90.0,2315.0,1125.0,580.0,900.0,510.0,1275.0,515.0,300.0,135.0,415.0,75.0,90.0,350.0,185.0,1135.0,435.0,415.0,105.0
2392,SD,Meade,5085.15,49910.0,7390.0,175.0,1550.0,2175.0,16885.0,11315.0,16105.0,8435.0,7550.0,4350.0,4855.0,4610.0,1560.0,8125.0,3315.0,720.0,3510.0,4025.0,12550.0,5530.0,3255.0,3885.0
2393,SD,Mellette,47015.0,1955.0,560.0,30.0,335.0,30.0,1855.0,635.0,750.0,585.0,220.0,1185.0,230.0,0.0,160.0,345.0,140.0,20.0,130.0,65.0,1230.0,85.0,165.0,290.0
2394,SD,Miner,48080.0,4085.0,745.0,0.0,550.0,50.0,2385.0,705.0,1060.0,620.0,1360.0,1145.0,585.0,1110.0,200.0,530.0,265.0,0.0,240.0,175.0,1275.0,115.0,175.0,315.0
2395,SD,Minnehaha,8149.900000000013,384030.0,37625.0,3690.0,9480.0,6725.0,150795.0,71030.0,134250.0,39630.0,68425.0,6630.0,27555.0,49925.0,16785.0,57825.0,21000.0,11745.0,61810.0,34060.0,106570.0,37780.0,18370.0,14075.0
2396,SD,Moody,95965.0,14585.0,1205.0,0.0,1405.0,50.0,6060.0,3355.0,3440.0,2410.0,3115.0,2190.0,1200.0,2575.0,535.0,1605.0,650.0,175.0,900.0,575.0,4145.0,2360.0,675.0,795.0
2397,SD,Pennington,12591.850000000002,199475.0,25945.0,1970.0,4865.0,4340.0,86485.0,42605.0,64975.0,27660.0,24975.0,5970.0,20175.0,16260.0,6335.0,31760.0,10110.0,6915.0,16845.0,20715.0,57210.0,29440.0,12280.0,12685.0
2398,SD,Perkins,48415.0,4380.0,630.0,70.0,835.0,220.0,3405.0,965.0,1380.0,1040.0,655.0,2100.0,505.0,640.0,125.0,740.0,450.0,160.0,195.0,140.0,1400.0,150.0,560.0,280.0
2399,SD,Potter,5.0,3975.0,450.0,15.0,615.0,100.0,2080.0,1175.0,1285.0,1055.0,560.0,1375.0,520.0,280.0,165.0,800.0,220.0,50.0,285.0,285.0,1415.0,345.0,285.0,130.0
2400,SD,Roberts,188615.0,16130.0,2550.0,0.0,1245.0,365.0,7070.0,4220.0,4885.0,3125.0,2755.0,2515.0,2025.0,1645.0,760.0,2160.0,935.0,250.0,1030.0,960.0,5105.0,2135.0,780.0,1755.0
2401,SD,Sanborn,48105.0,4055.0,720.0,15.0,310.0,80.0,1765.0,920.0,1410.0,1045.0,875.0,1270.0,425.0,655.0,130.0,690.0,395.0,140.0,295.0,55.0,1015.0,585.0,125.0,235.0
2402,SD,Shannon,141110.0,10555.0,2030.0,210.0,2545.0,105.0,7225.0,4060.0,3075.0,1275.0,1090.0,505.0,765.0,0.0,120.0,760.0,125.0,65.0,315.0,415.0,8805.0,1500.0,710.0,2640.0
2403,SD,Spink,30.0,9365.0,1610.0,35.0,1930.0,165.0,5310.0,2830.0,3000.0,1490.0,2315.0,2320.0,605.0,645.0,355.0,1260.0,1080.0,45.0,780.0,615.0,5330.0,560.0,560.0,790.0
2404,SD,Stanley,48005.0,6040.0,1295.0,0.0,90.0,110.0,2785.0,1420.0,2055.0,1250.0,1000.0,1010.0,810.0,140.0,360.0,1390.0,470.0,0.0,330.0,400.0,1455.0,760.0,175.0,1210.0
2405,SD,Sully,48955.0,2345.0,585.0,0.0,465.0,15.0,1715.0,535.0,965.0,730.0,210.0,1130.0,425.0,105.0,95.0,320.0,180.0,20.0,225.0,40.0,365.0,495.0,150.0,605.0
2406,SD,Todd,94015.0,9535.0,1990.0,70.0,1560.0,65.0,5540.0,2780.0,3050.0,1250.0,2025.0,1495.0,385.0,345.0,0.0,945.0,575.0,125.0,485.0,250.0,6060.0,1345.0,320.0,2315.0
2407,SD,Tripp,97165.0,10295.0,1470.0,260.0,860.0,110.0,6285.0,2095.0,2575.0,2155.0,1655.0,3485.0,780.0,505.0,350.0,1790.0,865.0,105.0,715.0,650.0,3720.0,940.0,430.0,430.0
2408,SD,Turner,96515.0,16190.0,2525.0,0.0,1185.0,340.0,6710.0,3700.0,5455.0,3450.0,3415.0,2825.0,1885.0,1825.0,580.0,2515.0,1345.0,475.0,1780.0,845.0,5815.0,1070.0,1000.0,770.0
2409,SD,Union,3030.0,31350.0,2805.0,0.0,490.0,535.0,13230.0,4945.0,9905.0,3125.0,6220.0,2045.0,1440.0,7055.0,1585.0,3985.0,2315.0,445.0,2900.0,2630.0,8045.0,2045.0,1515.0,1420.0
2410,SD,Walworth,96515.0,8155.0,1260.0,0.0,955.0,150.0,4595.0,2095.0,2310.0,1650.0,1055.0,1520.0,685.0,205.0,280.0,1215.0,1030.0,265.0,675.0,1225.0,2320.0,955.0,615.0,715.0
2411,SD,Yankton,241565.15,43565.0,4540.0,180.0,1765.0,520.0,17370.0,9750.0,13520.0,4920.0,9765.0,2085.0,3120.0,8640.0,1600.0,6260.0,1885.0,605.0,5625.0,2005.0,12725.0,5390.0,2770.0,2615.0
2412,SD,Ziebach,47080.0,2145.0,840.0,60.0,330.0,120.0,2025.0,645.0,525.0,540.0,330.0,965.0,190.0,50.0,0.0,130.0,220.0,85.0,150.0,155.0,1185.0,235.0,85.0,615.0
2413,TN,Anderson,66640.59999999998,132200.0,12400.0,105.0,2380.0,3140.0,52535.0,26625.0,39455.0,15685.0,23520.0,1010.0,13520.0,21535.0,3215.0,16940.0,8110.0,2870.0,6940.0,24180.0,33680.0,10890.0,6900.0,8030.0
2414,TN,Bedford,427700.15,75455.0,10995.0,480.0,415.0,980.0,21700.0,10150.0,22090.0,14260.0,25070.0,3790.0,10135.0,25810.0,2330.0,11475.0,5340.0,1475.0,4060.0,5765.0,12330.0,3140.0,4510.0,3110.0
2415,TN,Benton,240800.0,25055.0,3970.0,160.0,290.0,610.0,7975.0,5220.0,6425.0,3935.0,8480.0,350.0,1555.0,7210.0,745.0,3025.0,3405.0,310.0,1230.0,1185.0,7025.0,2350.0,1775.0,1870.0
2416,TN,Bledsoe,142965.0,15545.0,2585.0,0.0,225.0,240.0,4475.0,3565.0,4605.0,3490.0,3625.0,1165.0,2080.0,3720.0,70.0,2695.0,610.0,395.0,870.0,1010.0,4030.0,1120.0,690.0,1305.0
2417,TN,Blount,112341.74999999996,236820.0,27045.0,85.0,1940.0,2580.0,85935.0,45015.0,77080.0,30025.0,43490.0,3365.0,20900.0,39100.0,8675.0,38205.0,14050.0,5885.0,17835.0,29005.0,58520.0,23485.0,12635.0,9885.0
2418,TN,Bradley,10390.450000000006,179255.0,18435.0,310.0,2575.0,4270.0,63340.0,32790.0,54870.0,23165.0,41955.0,1755.0,15120.0,43195.0,6090.0,25330.0,11965.0,3090.0,12295.0,17840.0,46055.0,14465.0,12970.0,5950.0
2419,TN,Campbell,522830.0,58905.0,6520.0,80.0,505.0,795.0,17395.0,10475.0,16890.0,11035.0,14985.0,1715.0,7985.0,13740.0,1765.0,7195.0,4475.0,895.0,3635.0,3085.0,14990.0,4805.0,3535.0,2960.0
2420,TN,Cannon,144030.0,23005.0,2600.0,70.0,225.0,335.0,5695.0,4190.0,6710.0,3915.0,7615.0,725.0,2065.0,6375.0,925.0,3355.0,2190.0,255.0,1145.0,1590.0,5595.0,1035.0,1735.0,1135.0
2421,TN,Carroll,385790.15,50880.0,5455.0,90.0,565.0,570.0,15995.0,8660.0,12070.0,5820.0,16790.0,815.0,3160.0,14465.0,1220.0,7330.0,5440.0,1235.0,1910.0,2660.0,12915.0,3370.0,2110.0,2705.0
2422,TN,Carter,60265.0,96930.0,10035.0,525.0,1720.0,1165.0,32440.0,21740.0,29710.0,13550.0,21805.0,855.0,9895.0,18425.0,2340.0,16540.0,4880.0,2390.0,5130.0,7630.0,30910.0,9090.0,6090.0,5070.0
2423,TN,Cheatham,31600.9,72465.0,12690.0,295.0,560.0,1140.0,30155.0,13240.0,26690.0,14085.0,11160.0,880.0,13230.0,9470.0,3985.0,10885.0,4470.0,2765.0,5965.0,9415.0,17550.0,6430.0,5135.0,5150.0
2424,TN,Chester,145530.0,26600.0,5300.0,0.0,960.0,210.0,10025.0,5310.0,8895.0,5100.0,6415.0,1025.0,3415.0,5775.0,750.0,4210.0,1420.0,345.0,1375.0,1945.0,9520.0,2495.0,1085.0,2385.0
2425,TN,Claiborne,436725.0,49260.0,5955.0,0.0,445.0,1090.0,14965.0,10010.0,13865.0,8310.0,13710.0,2420.0,4090.0,12625.0,1355.0,7620.0,3430.0,470.0,2380.0,3010.0,13685.0,4285.0,2025.0,3465.0
2426,TN,Clay,95505.0,12965.0,1060.0,135.0,410.0,125.0,3570.0,2595.0,3430.0,2900.0,3180.0,1085.0,1745.0,2215.0,330.0,2130.0,945.0,150.0,400.0,720.0,3340.0,805.0,625.0,1185.0
