,State,County,Unnamed: 0,Tract,Drive,Carpooled,Transit,Walked,Other,MBSA,Service,Office,Construction,Production,IRural,IConstruction,IManufacturing,IWholesale,IRetail,IUtilities,IInformation,IFinance,IProfessional,ISocial,IRecreation,IOther,IPublic
2801,vermont,rutland,33162850,963135.0,120040.0,14565.0,385.0,8610.0,1440.0,52535.0,28930.0,35660.0,18565.0,22210.0,3730.0,13335.0,18955.0,4420.0,20520.0,7735.0,2930.0,6365.0,11670.0,39690.0,14355.0,7985.0,6210.0
2802,vermont,washington,31513970,907155.0,116420.0,15850.0,1340.0,9970.0,1190.0,71240.0,23920.0,37505.0,16100.0,11805.0,2455.0,13685.0,12970.0,4670.0,16925.0,4040.0,4090.0,9880.0,14665.0,40970.0,12370.0,8200.0,15650.0
2803,vermont,windham,29863665,871065.0,82545.0,11650.0,450.0,8315.0,1110.0,45560.0,20700.0,24300.0,13425.0,13385.0,2570.0,10170.0,10765.0,5185.0,12785.0,4890.0,2070.0,6345.0,8030.0,32130.0,13700.0,5380.0,3350.0
2804,vermont,windsor,29871765,869220.1500000001,109655.0,14550.0,1285.0,4995.0,1825.0,56645.0,25660.0,33310.0,15690.0,14730.0,3495.0,12845.0,13430.0,3250.0,16970.0,5770.0,2960.0,6615.0,14155.0,38040.0,15015.0,7175.0,6315.0
2805,virginia,accomack,19919010,233210.0,54895.0,11425.0,745.0,2605.0,1085.0,21470.0,12365.0,17055.0,9750.0,14220.0,3700.0,6415.0,9815.0,4300.0,8850.0,2350.0,1295.0,3645.0,5335.0,14395.0,5915.0,2560.0,6285.0
2806,virginia,albemarle,36527535,11866.200000000017,180770.0,24765.0,5925.0,4035.0,2780.0,126005.0,32190.0,48305.0,21975.0,11075.0,5420.0,19645.0,10075.0,3915.0,22190.0,6085.0,5290.0,15265.0,29405.0,83065.0,20210.0,11655.0,7330.0
2807,virginia,alexandria city,63121515,381534.2500000004,254340.0,36095.0,93515.0,13210.0,7440.0,243720.0,60315.0,74525.0,20020.0,18110.0,790.0,19190.0,11995.0,4015.0,26085.0,13760.0,14190.0,23800.0,102005.0,62355.0,37970.0,30185.0,70350.0
2808,virginia,alleghany,9969855,23560.3,30550.0,3260.0,125.0,850.0,285.0,10530.0,6705.0,7685.0,3900.0,7835.0,540.0,2425.0,7635.0,755.0,3710.0,2100.0,505.0,1215.0,1045.0,9745.0,4410.0,1155.0,1415.0
2809,virginia,amelia,3323485,93015.0,20840.0,4670.0,85.0,110.0,275.0,7695.0,4225.0,6655.0,6180.0,3595.0,1960.0,4145.0,1830.0,670.0,3760.0,1900.0,450.0,1495.0,2660.0,4710.0,1055.0,1695.0,2020.0
2810,virginia,amherst,14956920,4675.600000000001,59320.0,8255.0,360.0,2500.0,1190.0,20860.0,13300.0,18535.0,9940.0,13720.0,900.0,7315.0,12375.0,1600.0,7910.0,4500.0,740.0,4720.0,4630.0,19575.0,4850.0,4340.0,2900.0
2811,virginia,appomattox,4986090,6030.0,28315.0,3025.0,0.0,195.0,1305.0,8630.0,6445.0,7655.0,5175.0,6610.0,1160.0,2955.0,7185.0,370.0,3125.0,2550.0,345.0,1820.0,1925.0,7340.0,2475.0,1025.0,2240.0
2812,virginia,arlington,98105495,388877.9000000007,338490.0,47250.0,175505.0,35590.0,13305.0,423420.0,69250.0,92260.0,26010.0,18670.0,1370.0,27880.0,12245.0,4845.0,27160.0,13430.0,23650.0,41725.0,176500.0,93855.0,45740.0,47715.0,113495.0
2813,virginia,augusta,21628165,45945.149999999994,141825.0,16075.0,630.0,1450.0,2595.0,50235.0,23785.0,43280.0,20250.0,33570.0,3620.0,16190.0,31215.0,5090.0,24985.0,9455.0,2915.0,7670.0,10250.0,35005.0,8230.0,9035.0,7460.0
2814,virginia,bath,1663880,46005.0,9695.0,890.0,0.0,330.0,60.0,1430.0,2970.0,2745.0,3095.0,1780.0,190.0,1560.0,1870.0,105.0,505.0,640.0,620.0,370.0,485.0,920.0,3695.0,285.0,775.0
2815,virginia,bedford,26625480,24316.849999999995,136970.0,15240.0,490.0,1130.0,1880.0,57325.0,21535.0,41640.0,20040.0,25415.0,1630.0,15300.0,26185.0,4755.0,22165.0,10710.0,2800.0,10745.0,13645.0,33445.0,9940.0,9530.0,5105.0
2816,virginia,bedford city,1664305,2505.0,11565.0,2080.0,0.0,220.0,60.0,4305.0,3570.0,3230.0,570.0,3300.0,60.0,785.0,3220.0,610.0,1050.0,620.0,305.0,970.0,1575.0,2805.0,1405.0,850.0,720.0
2817,virginia,bland,3328685,4015.0,10250.0,1775.0,40.0,515.0,0.0,3490.0,2285.0,3575.0,1355.0,3005.0,355.0,965.0,2340.0,425.0,2090.0,805.0,210.0,590.0,605.0,2740.0,1050.0,440.0,1095.0
2818,virginia,botetourt,13315740,16135.450000000006,68560.0,6040.0,85.0,555.0,840.0,29030.0,10015.0,22095.0,9045.0,11750.0,1990.0,4980.0,10635.0,3400.0,10170.0,6600.0,1475.0,6875.0,5060.0,17450.0,4800.0,4625.0,3875.0
2819,virginia,bristol city,6658470,4050.0,30510.0,3730.0,140.0,760.0,435.0,10180.0,6655.0,10555.0,4355.0,4825.0,805.0,2010.0,5715.0,1580.0,5800.0,1205.0,730.0,1600.0,2405.0,8105.0,3770.0,1770.0,1075.0
2820,virginia,brunswick,8323650,232550.3,23265.0,3450.0,255.0,710.0,440.0,6995.0,7090.0,6765.0,4375.0,5580.0,1045.0,2975.0,3920.0,760.0,3710.0,1515.0,555.0,1095.0,1480.0,7305.0,1860.0,1065.0,3520.0
2821,virginia,buchanan,11654160,3640.0,29670.0,3715.0,95.0,430.0,325.0,8545.0,4330.0,9280.0,8305.0,6140.0,6030.0,3250.0,2090.0,650.0,4720.0,2750.0,65.0,1540.0,2490.0,7935.0,1615.0,1510.0,1955.0
2822,virginia,buckingham,6660070,186030.3,15310.0,1435.0,0.0,210.0,1245.0,5085.0,3905.0,4720.0,2835.0,2620.0,845.0,2680.0,1380.0,110.0,2490.0,795.0,130.0,645.0,1350.0,4735.0,740.0,1280.0,1985.0
2823,virginia,buena vista city,1665080,46530.0,12710.0,1650.0,0.0,940.0,270.0,4455.0,2375.0,3645.0,1780.0,3785.0,325.0,875.0,3340.0,395.0,2105.0,115.0,85.0,560.0,770.0,4230.0,1815.0,590.0,835.0
2824,virginia,campbell,19982910,12270.450000000004,106560.0,12110.0,40.0,1290.0,2280.0,38730.0,21260.0,32110.0,13885.0,24085.0,1605.0,10090.0,26005.0,3970.0,14950.0,5990.0,2315.0,6615.0,10540.0,28400.0,9375.0,5455.0,4760.0
2825,virginia,caroline,11658360,10615.150000000001,50440.0,8660.0,1000.0,935.0,650.0,20500.0,10520.0,15520.0,10755.0,8195.0,1110.0,9505.0,3035.0,2185.0,7710.0,3910.0,840.0,4585.0,7000.0,10140.0,5885.0,3075.0,6510.0
2826,virginia,carroll,11659585,28135.149999999998,51675.0,7655.0,170.0,765.0,865.0,12925.0,10845.0,13775.0,11180.0,15215.0,1015.0,6795.0,12075.0,1695.0,8570.0,4765.0,735.0,1525.0,3505.0,13865.0,4350.0,3215.0,1830.0
2827,virginia,charles city,4997340,90030.0,12700.0,2830.0,170.0,190.0,160.0,3645.0,2765.0,4000.0,2890.0,3860.0,455.0,1685.0,2860.0,485.0,2065.0,1185.0,100.0,735.0,1780.0,2755.0,1115.0,790.0,1150.0
2828,virginia,charlotte,4997565,139530.0,18810.0,2475.0,135.0,165.0,1145.0,6360.0,4600.0,3855.0,3970.0,6035.0,685.0,2480.0,3330.0,90.0,1800.0,3510.0,195.0,950.0,1255.0,6240.0,1385.0,1740.0,1160.0
2829,virginia,charlottesville city,19992510,325.54999999999995,59895.0,10710.0,7420.0,14875.0,3660.0,48165.0,21850.0,21930.0,4540.0,8070.0,250.0,4110.0,3080.0,965.0,9200.0,4055.0,2380.0,4340.0,12280.0,41935.0,13345.0,4920.0,3695.0
2830,virginia,chesapeake city,68334905,42857.749999999985,474115.0,43185.0,5060.0,5775.0,7880.0,209915.0,73200.0,140035.0,56615.0,54460.0,2560.0,40775.0,46320.0,15225.0,62740.0,27415.0,14635.0,36530.0,62550.0,116310.0,35525.0,25520.0,48120.0
2831,virginia,chesterfield,118435455,357587.9,659095.0,69120.0,4380.0,5280.0,4270.0,322195.0,104035.0,216185.0,69235.0,74470.0,2395.0,60685.0,75430.0,24225.0,92995.0,42695.0,16825.0,75340.0,85245.0,159920.0,53580.0,36795.0,59990.0
2832,virginia,clarke,5007090,1530.0,28725.0,3355.0,205.0,555.0,290.0,14270.0,5265.0,7685.0,4685.0,3420.0,1425.0,4410.0,2585.0,495.0,3775.0,1080.0,795.0,2030.0,4300.0,8040.0,1880.0,1735.0,2775.0
2833,virginia,colonial heights city,8345650,207575.0,32410.0,5125.0,0.0,920.0,415.0,12425.0,8185.0,10925.0,4225.0,4655.0,60.0,3245.0,4010.0,685.0,6040.0,2150.0,355.0,2845.0,3990.0,7250.0,3625.0,2340.0,3820.0
2834,virginia,covington city,3338435,6015.0,9555.0,1590.0,0.0,475.0,0.0,2400.0,2630.0,4005.0,1720.0,2130.0,100.0,1100.0,2275.0,175.0,2725.0,705.0,425.0,395.0,935.0,2060.0,1145.0,300.0,545.0
2835,virginia,craig,1669255,2505.0,10860.0,1585.0,0.0,135.0,65.0,3930.0,2150.0,3520.0,1105.0,2945.0,195.0,1105.0,2305.0,280.0,2055.0,1305.0,235.0,1300.0,675.0,2345.0,510.0,1180.0,160.0
2836,virginia,culpeper,13354940,372115.45000000007,83415.0,15635.0,550.0,1995.0,1360.0,37755.0,19940.0,27475.0,14635.0,11200.0,2075.0,12765.0,7130.0,3205.0,13260.0,4865.0,2965.0,6720.0,16535.0,20075.0,6545.0,4625.0,10240.0
2837,virginia,cumberland,3338985,93015.0,14860.0,3250.0,0.0,165.0,815.0,4750.0,3820.0,5645.0,4570.0,2160.0,250.0,2280.0,605.0,650.0,2945.0,900.0,130.0,1400.0,1725.0,5470.0,1285.0,1210.0,2095.0
2838,virginia,danville city,26715480,49595.149999999994,65940.0,13165.0,1835.0,2580.0,1150.0,23925.0,18930.0,19995.0,8005.0,18250.0,225.0,5840.0,16480.0,1765.0,11765.0,2710.0,1615.0,2700.0,6055.0,22350.0,7480.0,4815.0,5305.0
2839,virginia,dickenson,6679870,8050.0,19540.0,2620.0,240.0,445.0,105.0,4800.0,4605.0,5665.0,5260.0,3360.0,4235.0,1255.0,1025.0,740.0,2985.0,1585.0,45.0,585.0,1820.0,5180.0,1590.0,680.0,1965.0
2840,virginia,dinwiddie,11690735,301110.0,53765.0,5440.0,210.0,255.0,340.0,16655.0,10965.0,15610.0,9195.0,10080.0,1475.0,6245.0,7015.0,2265.0,9160.0,3625.0,565.0,2925.0,4660.0,12325.0,3115.0,2990.0,6140.0
2841,virginia,emporia city,3340435,89015.0,8645.0,1405.0,0.0,500.0,510.0,4230.0,2475.0,2435.0,620.0,1725.0,335.0,270.0,1715.0,320.0,1815.0,360.0,30.0,475.0,580.0,2695.0,920.0,460.0,1510.0
2842,virginia,essex,5010840,142605.0,21845.0,2540.0,0.0,510.0,280.0,7725.0,5235.0,7480.0,3270.0,2870.0,545.0,2395.0,1580.0,1135.0,3395.0,1165.0,360.0,2025.0,3155.0,4895.0,2535.0,1360.0,2035.0
2843,virginia,fairfax,431773965,5959764.749999919,2061660.0,308255.0,252835.0,52415.0,33580.0,1604950.0,380310.0,567950.0,174445.0,128685.0,6010.0,167915.0,91240.0,36445.0,226350.0,88855.0,103825.0,211690.0,700540.0,465630.0,227570.0,175640.0,354630.0
2844,virginia,fairfax city,8384150,75075.0,39915.0,8065.0,5185.0,1170.0,385.0,31745.0,7585.0,12115.0,4170.0,2285.0,190.0,4800.0,2245.0,1055.0,4595.0,820.0,1590.0,4665.0,13010.0,11240.0,4390.0,3340.0,5960.0
2845,virginia,falls church city,5030790,75030.0,19665.0,2215.0,5325.0,980.0,475.0,19760.0,3615.0,5780.0,970.0,740.0,0.0,1325.0,705.0,180.0,1495.0,300.0,1200.0,2585.0,7365.0,5955.0,2125.0,2415.0,5215.0
2846,virginia,fauquier,28512060,790838.2500000007,129000.0,19315.0,1945.0,3275.0,1720.0,72370.0,23470.0,39820.0,20100.0,11200.0,5645.0,19380.0,9025.0,3785.0,16220.0,7130.0,4155.0,8710.0,27330.0,32290.0,10520.0,9250.0,13520.0
2847,virginia,floyd,5032290,138020.15,25540.0,5710.0,410.0,1310.0,375.0,11280.0,6030.0,8010.0,6000.0,4540.0,1820.0,3985.0,4855.0,640.0,5325.0,1200.0,265.0,2340.0,1900.0,8110.0,1825.0,2415.0,1180.0
2848,virginia,fluvanna,6710070,4035.15,46445.0,6345.0,250.0,535.0,340.0,20810.0,10425.0,16625.0,7020.0,4340.0,625.0,5550.0,2685.0,1230.0,5170.0,2225.0,1750.0,4395.0,6220.0,17245.0,3150.0,3820.0,5155.0
2849,virginia,franklin,16776925,10230.150000000001,97585.0,14265.0,140.0,3025.0,625.0,33150.0,16795.0,32515.0,19215.0,21835.0,3280.0,16575.0,19250.0,2660.0,15570.0,6420.0,2045.0,8825.0,7445.0,26030.0,5660.0,5755.0,3995.0
2850,virginia,franklin city,3355685,9015.0,11825.0,2545.0,0.0,200.0,630.0,4725.0,3710.0,3325.0,2075.0,2100.0,540.0,1300.0,2200.0,230.0,1555.0,665.0,295.0,840.0,505.0,4170.0,1365.0,840.0,1430.0
2851,virginia,frederick,23492595,35465.44999999999,156435.0,18020.0,430.0,2230.0,2540.0,63970.0,26615.0,46810.0,24330.0,27395.0,3685.0,19955.0,20635.0,6220.0,21910.0,10025.0,4135.0,10165.0,16860.0,40510.0,13595.0,10605.0,10820.0
2852,virginia,fredericksburg city,10069755,90.15,36435.0,8630.0,1945.0,2600.0,1215.0,20340.0,11675.0,10760.0,4810.0,5405.0,95.0,4750.0,2645.0,1885.0,3755.0,1240.0,1345.0,3055.0,6410.0,11575.0,7920.0,2080.0,6235.0
2853,virginia,galax city,3356785,7010.1500000000015,10715.0,1505.0,105.0,320.0,430.0,4505.0,2915.0,2410.0,1925.0,2505.0,35.0,1265.0,2750.0,200.0,1155.0,415.0,365.0,535.0,980.0,3610.0,1205.0,1050.0,695.0
2854,virginia,giles,6713870,186050.0,29265.0,5060.0,0.0,310.0,120.0,11025.0,5550.0,8050.0,3935.0,7745.0,770.0,3185.0,7590.0,605.0,3600.0,1140.0,290.0,1575.0,2285.0,9405.0,2310.0,1660.0,1890.0
2855,virginia,gloucester,13428940,40110.44999999999,72465.0,11910.0,710.0,1005.0,895.0,28835.0,14150.0,21455.0,14475.0,10730.0,1305.0,10430.0,9420.0,1360.0,11700.0,4270.0,560.0,4735.0,9005.0,20610.0,5825.0,3560.0,6865.0
2856,virginia,goochland,8393900,100075.0,29880.0,2975.0,155.0,770.0,345.0,17300.0,4180.0,10285.0,3320.0,2400.0,1040.0,3030.0,2055.0,1855.0,3745.0,1860.0,575.0,5370.0,4685.0,6320.0,2250.0,2295.0,2405.0
2857,virginia,grayson,8394525,15045.300000000005,26690.0,4765.0,0.0,440.0,185.0,8195.0,5250.0,6865.0,4340.0,9245.0,1850.0,2400.0,8090.0,665.0,3520.0,1330.0,1015.0,1970.0,1985.0,7335.0,1210.0,1305.0,1220.0
2858,virginia,greene,5037015,4520.15,36895.0,5635.0,55.0,245.0,200.0,13465.0,9260.0,12575.0,5860.0,4080.0,770.0,4955.0,3260.0,1490.0,7395.0,1295.0,295.0,3015.0,3115.0,11035.0,2355.0,3685.0,2575.0
2859,virginia,greensville,5037240,132020.15,17255.0,2460.0,0.0,230.0,850.0,4435.0,5225.0,4315.0,3225.0,4495.0,940.0,2165.0,3115.0,1085.0,2650.0,855.0,195.0,645.0,480.0,3745.0,2165.0,745.0,2910.0
2860,virginia,halifax,15113070,418670.3000000001,61800.0,4605.0,250.0,505.0,2030.0,20715.0,11680.0,16735.0,7650.0,15575.0,2005.0,5060.0,13080.0,1385.0,10085.0,3370.0,1185.0,3455.0,3215.0,17610.0,4540.0,3410.0,3955.0
2861,virginia,hampton city,57112095,67330.24999999997,280105.0,28625.0,7140.0,5590.0,5500.0,99460.0,52225.0,85165.0,37105.0,42035.0,885.0,21690.0,35830.0,6985.0,37120.0,12625.0,7185.0,16120.0,34610.0,63310.0,28740.0,18245.0,32645.0
2862,virginia,hanover,38651040,368961.5500000003,213295.0,18675.0,1475.0,2290.0,3430.0,110755.0,32355.0,69235.0,25660.0,20765.0,3150.0,23830.0,19650.0,9630.0,28520.0,14155.0,5660.0,27115.0,27155.0,51085.0,18385.0,12560.0,17875.0
2863,virginia,harrisonburg city,18489955,131.70000000000002,72075.0,12105.0,1145.0,6990.0,2920.0,29310.0,19010.0,23825.0,9380.0,17950.0,1830.0,6175.0,14920.0,2620.0,10780.0,2725.0,1170.0,3035.0,7410.0,27890.0,13140.0,4840.0,2940.0
2864,virginia,henrico,107637920,680856.2000000014,629195.0,76455.0,9570.0,7870.0,6760.0,326830.0,112550.0,215295.0,55820.0,67300.0,990.0,45275.0,57820.0,25440.0,91935.0,34170.0,17810.0,103770.0,92470.0,165175.0,56840.0,39045.0,47055.0
2865,virginia,henry,23559445,7485.1500000000015,90590.0,14695.0,665.0,905.0,1125.0,27870.0,17040.0,27245.0,10665.0,31500.0,195.0,5595.0,31195.0,2850.0,14455.0,5385.0,1745.0,3100.0,8795.0,23510.0,7300.0,6585.0,3610.0
2866,virginia,highland,1683005,48505.0,4200.0,335.0,0.0,335.0,20.0,1445.0,590.0,1305.0,1665.0,740.0,780.0,1200.0,130.0,0.0,200.0,690.0,395.0,195.0,115.0,655.0,240.0,795.0,350.0
2867,virginia,hopewell city,11781735,295135.0,37065.0,5015.0,100.0,920.0,710.0,9465.0,9825.0,11135.0,5565.0,7785.0,65.0,3945.0,5915.0,405.0,5375.0,2545.0,395.0,2515.0,4370.0,8715.0,4655.0,2255.0,2620.0
2868,virginia,isle of wight,13466340,112070.94999999998,72670.0,8340.0,200.0,1765.0,1115.0,30595.0,13620.0,19655.0,11065.0,11540.0,705.0,7745.0,14590.0,1785.0,8130.0,4795.0,1460.0,3725.0,8160.0,16915.0,5795.0,4550.0,8120.0
2869,virginia,james city,18518830,44136.49999999999,122705.0,15695.0,1925.0,1230.0,1570.0,68760.0,27330.0,34495.0,12665.0,8020.0,270.0,12240.0,10710.0,2235.0,17075.0,3680.0,2340.0,10295.0,19785.0,35460.0,21590.0,6200.0,9390.0
2870,virginia,king and queen,3367385,95045.0,12470.0,1395.0,0.0,270.0,0.0,3040.0,2020.0,4075.0,3590.0,3340.0,530.0,2180.0,3070.0,530.0,1705.0,790.0,180.0,1110.0,1150.0,2270.0,515.0,1090.0,945.0
2871,virginia,king george,8418900,10075.0,43465.0,8980.0,1090.0,1430.0,605.0,23860.0,7315.0,11045.0,5040.0,4140.0,570.0,3685.0,2470.0,455.0,5015.0,1895.0,675.0,2690.0,10325.0,8265.0,2325.0,2260.0,10770.0
2872,virginia,king william,6735570,190035.15,31060.0,3725.0,70.0,310.0,120.0,9840.0,4195.0,10690.0,8185.0,5810.0,910.0,5100.0,5570.0,845.0,5070.0,1975.0,900.0,3620.0,2915.0,6040.0,2330.0,1515.0,1930.0
2873,virginia,lancaster,6735970,54035.0,19890.0,2325.0,165.0,865.0,590.0,8195.0,5740.0,5780.0,3905.0,2520.0,355.0,3290.0,1650.0,560.0,2870.0,1105.0,315.0,1060.0,2650.0,6095.0,2830.0,2210.0,1150.0
2874,virginia,lee,10104705,285105.0,38590.0,5180.0,170.0,570.0,225.0,12235.0,8685.0,11595.0,7065.0,7795.0,3775.0,3240.0,4565.0,675.0,5920.0,2195.0,0.0,1845.0,3005.0,14080.0,2275.0,1905.0,3895.0
2875,virginia,lexington city,1684205,46525.0,6045.0,660.0,0.0,2600.0,695.0,4235.0,2450.0,2500.0,225.0,785.0,0.0,120.0,650.0,175.0,1080.0,225.0,315.0,270.0,505.0,4340.0,1500.0,375.0,640.0
2876,virginia,loudoun,109526950,2004271.2000000034,603520.0,74765.0,19150.0,12240.0,8255.0,436780.0,87070.0,175445.0,39700.0,40540.0,5875.0,40780.0,33345.0,12540.0,75170.0,30670.0,45630.0,63225.0,202925.0,120055.0,54070.0,31690.0,63560.0
2877,virginia,louisa,10115505,285085.15,60075.0,11355.0,310.0,1040.0,650.0,23525.0,11540.0,19115.0,12585.0,11490.0,1780.0,8115.0,8240.0,1965.0,9505.0,4210.0,1465.0,5560.0,7345.0,16190.0,4380.0,4585.0,4915.0
2878,virginia,lunenburg,5058090,139530.0,19605.0,2045.0,170.0,345.0,565.0,5310.0,4675.0,7145.0,3075.0,4560.0,360.0,2270.0,3460.0,885.0,3895.0,2145.0,120.0,665.0,440.0,4640.0,1630.0,1345.0,2910.0
2879,virginia,lynchburg city,32039795,810.4499999999998,123310.0,18340.0,5335.0,6175.0,1835.0,53160.0,35475.0,44050.0,9035.0,21600.0,435.0,8095.0,21330.0,2715.0,19590.0,5095.0,3455.0,10620.0,14365.0,47455.0,19035.0,7535.0,3595.0
2880,virginia,madison,3373135,93015.0,25550.0,3475.0,0.0,315.0,350.0,10775.0,5190.0,7035.0,5725.0,4105.0,1105.0,4435.0,1490.0,1045.0,3390.0,2235.0,600.0,2080.0,3185.0,7665.0,1725.0,2390.0,1485.0
2881,virginia,manassas city,11806760,318595.45000000007,71575.0,12595.0,3435.0,2930.0,1010.0,31175.0,17270.0,24270.0,14280.0,8080.0,280.0,14535.0,5660.0,1545.0,10925.0,4355.0,2570.0,5480.0,15360.0,13715.0,8140.0,5090.0,7420.0
2882,virginia,manassas park city,3373585,92015.0,24410.0,7270.0,1530.0,365.0,460.0,11100.0,7605.0,6930.0,6495.0,3415.0,120.0,5520.0,1875.0,635.0,3405.0,1515.0,735.0,1965.0,7560.0,4835.0,2870.0,1740.0,2770.0
2883,virginia,martinsville city,8434400,75.0,21705.0,4095.0,45.0,760.0,350.0,7505.0,5670.0,8160.0,900.0,5815.0,70.0,905.0,5080.0,765.0,2925.0,1860.0,385.0,1810.0,2795.0,6445.0,2465.0,1075.0,1470.0
2884,virginia,mathews,5060940,144640.0,14910.0,1445.0,305.0,660.0,85.0,5295.0,2015.0,4635.0,3455.0,3095.0,660.0,2180.0,2430.0,170.0,2585.0,920.0,195.0,645.0,1780.0,4510.0,945.0,465.0,1010.0
2885,virginia,mecklenburg,15184170,418685.15,48225.0,7680.0,235.0,735.0,1945.0,18520.0,10825.0,14935.0,9250.0,10720.0,3045.0,6055.0,8285.0,1605.0,7305.0,4425.0,1440.0,2685.0,4085.0,13500.0,4285.0,2510.0,5025.0
2886,virginia,middlesex,8436525,239715.0,18895.0,1915.0,275.0,980.0,180.0,8880.0,3670.0,4975.0,3280.0,3145.0,180.0,1840.0,2060.0,410.0,3945.0,1460.0,390.0,1160.0,2145.0,5515.0,2255.0,790.0,1800.0
2887,virginia,montgomery,27001080,16610.15,160235.0,22765.0,6170.0,9230.0,3520.0,99150.0,41020.0,43795.0,16065.0,21385.0,1950.0,11920.0,22335.0,2510.0,21900.0,5425.0,3610.0,9640.0,20045.0,81840.0,25085.0,7780.0,7375.0
2888,virginia,nelson,5063415,142530.0,24570.0,6250.0,0.0,800.0,1400.0,11785.0,7515.0,6635.0,5870.0,4200.0,1385.0,4255.0,3280.0,730.0,2770.0,1100.0,465.0,2235.0,3315.0,8390.0,4665.0,1940.0,1475.0
2889,virginia,new kent,5063640,105030.0,37110.0,4185.0,130.0,250.0,335.0,15515.0,6385.0,12265.0,6245.0,4010.0,335.0,6075.0,4275.0,1670.0,5690.0,1835.0,735.0,3870.0,4230.0,6695.0,3750.0,1950.0,3310.0
2890,virginia,newport news city,74292570,69792.24999999997,350820.0,45975.0,13985.0,24610.0,5450.0,131635.0,80950.0,104505.0,45565.0,51760.0,1500.0,29090.0,47580.0,10475.0,51410.0,16470.0,7755.0,19395.0,44120.0,83405.0,45720.0,19250.0,38245.0
2891,virginia,norfolk city,136892430,211492.94999999995,418910.0,72660.0,25605.0,28440.0,12430.0,159430.0,101770.0,135310.0,62170.0,57630.0,1130.0,42835.0,31860.0,13690.0,66700.0,23955.0,13130.0,26785.0,50160.0,112715.0,54730.0,28325.0,50295.0
2892,virginia,northampton,6764370,189035.0,20245.0,4150.0,285.0,465.0,295.0,8775.0,5620.0,6200.0,4365.0,3105.0,3135.0,2365.0,2015.0,1560.0,2660.0,1500.0,205.0,1590.0,1280.0,6350.0,2685.0,1535.0,1185.0
2893,virginia,northumberland,6764770,52535.0,19970.0,2595.0,80.0,880.0,730.0,8675.0,4465.0,6850.0,4300.0,3300.0,1150.0,3620.0,2615.0,575.0,3555.0,950.0,420.0,2350.0,2520.0,5045.0,1885.0,1715.0,1190.0
2894,virginia,norton city,1691255,48005.0,7960.0,635.0,0.0,180.0,0.0,2325.0,1570.0,2975.0,1160.0,1360.0,215.0,540.0,510.0,295.0,1945.0,765.0,290.0,190.0,550.0,2230.0,900.0,355.0,605.0
2895,virginia,nottoway,6765270,49035.0,24395.0,4545.0,225.0,1125.0,1865.0,7310.0,7910.0,7965.0,6695.0,3725.0,1100.0,4585.0,2545.0,1400.0,4875.0,1705.0,365.0,915.0,1335.0,6860.0,1960.0,1840.0,4120.0
2896,virginia,orange,8457150,27540.45,56150.0,7665.0,1585.0,1520.0,495.0,23340.0,11365.0,17225.0,10090.0,9325.0,2275.0,7340.0,6575.0,2180.0,9195.0,3235.0,2040.0,4055.0,7075.0,12785.0,4330.0,4000.0,6260.0
2897,virginia,page,8457775,7575.0,40645.0,8275.0,270.0,1505.0,520.0,11325.0,11545.0,11615.0,9900.0,9750.0,1505.0,8530.0,7570.0,1755.0,6130.0,2185.0,425.0,2345.0,3310.0,8860.0,5380.0,2735.0,3405.0
2898,virginia,patrick,6766670,6045.1500000000015,30835.0,3335.0,360.0,555.0,755.0,8915.0,6175.0,8645.0,4705.0,8965.0,605.0,1975.0,8555.0,970.0,4360.0,3230.0,575.0,1670.0,1550.0,8955.0,2350.0,1595.0,1015.0
2899,virginia,petersburg city,18610405,445905.0,49520.0,11220.0,1285.0,1270.0,1020.0,16710.0,16095.0,16315.0,5690.0,10215.0,215.0,3530.0,5980.0,1540.0,8150.0,2985.0,975.0,2745.0,5685.0,18180.0,5790.0,2775.0,6475.0
2900,virginia,pittsylvania,27075080,8615.300000000005,113445.0,12480.0,1145.0,1695.0,1635.0,32635.0,22380.0,34665.0,19590.0,29900.0,4490.0,12175.0,28770.0,3705.0,16390.0,7045.0,1930.0,5805.0,9160.0,26495.0,7690.0,7975.0,7540.0
2901,virginia,poquoson city,6769770,100535.0,24825.0,2830.0,90.0,300.0,240.0,13375.0,3350.0,7615.0,3060.0,2085.0,605.0,2405.0,4205.0,815.0,2945.0,635.0,290.0,1370.0,4305.0,5905.0,2165.0,1475.0,2365.0
2902,virginia,portsmouth city,52479280,367015.8500000002,174265.0,24145.0,4175.0,7495.0,2625.0,65520.0,42815.0,53905.0,23860.0,26795.0,360.0,15460.0,21725.0,4975.0,24195.0,10965.0,5030.0,10710.0,22635.0,49285.0,20105.0,9745.0,17705.0
2903,virginia,powhatan,8466650,125055.15,41940.0,3470.0,315.0,1290.0,540.0,21880.0,5550.0,14860.0,5860.0,3505.0,640.0,5560.0,2805.0,1680.0,5515.0,3275.0,1130.0,6255.0,5400.0,11285.0,1985.0,2905.0,3220.0
2904,virginia,prince edward,8467275,232550.3,33850.0,5735.0,405.0,2715.0,1980.0,13365.0,14420.0,10335.0,5370.0,5550.0,1125.0,3030.0,2625.0,610.0,5585.0,1625.0,790.0,2115.0,1815.0,18515.0,4985.0,2120.0,4100.0
