,County,State,Active Voters,Ballots Cast,Polling Places,Poll Workers,Hours Open,Time to Vote
3105,Cattaraugus,NY,44741,24621,43.0,239.0,12,165.3838760867738
3106,Cayuga,NY,45559,28171,32.0,175.0,12,88.50062556243806
3107,Chautauqua,NY,76459,44505,52.0,369.0,12,180.68978145147324
3108,Chemung,NY,50215,30464,44.0,349.0,12,220.1796276012705
3109,Chenango,NY,28262,17182,14.0,147.0,12,52.429410515868504
3110,Clinton,NY,46558,27134,32.0,277.0,12,137.07805318094913
3111,Columbia,NY,44496,29900,37.0,220.0,12,131.71521035595745
3112,Cortland,NY,27490,16863,26.0,160.0,12,108.95598399414006
3113,Delaware,NY,27053,17419,19.0,216.0,12,109.2255942039296
3114,Dutchess,NY,182782,114199,108.0,814.0,12,346.2958059327315
3115,Erie,NY,597592,345958,331.0,2811.0,12,1121.028260083784
3116,Essex,NY,24035,14787,18.0,156.0,12,84.11732889532594
3117,Franklin,NY,25343,14390,21.0,158.0,12,94.26508306037395
3118,Fulton,NY,31046,17486,20.0,120.0,12,55.65934419891269
3119,Genesee,NY,36950,21557,25.0,192.0,12,93.5317997293387
3120,Greene,NY,30063,20111,28.0,197.0,12,132.10657618995702
3121,Hamilton,NY,4179,2864,12.0,43.0,12,88.90165111249367
3122,Herkimer,NY,37737,22592,31.0,245.0,12,144.90818030046245
3123,Jefferson,NY,56351,30673,44.0,239.0,12,134.36354279424776
3124,Kings,NY,1460396,645096,399.0,9608.0,12,1890.0258833905195
3125,Lewis,NY,16742,9389,20.0,127.0,12,109.23426113958354
3126,Livingston,NY,39000,24806,28.0,177.0,12,91.49538461536116
3127,Madison,NY,41110,26442,33.0,245.0,12,141.60058379952773
3128,Monroe,NY,460283,287650,314.0,2832.0,12,1391.0106608325445
3129,Montgomery,NY,27359,15808,25.0,191.0,12,125.66248766397689
3130,Nassau,NY,949987,508302,369.0,5172.0,12,1446.4376459888244
3131,New York,NY,1016771,540445,278.0,6140.0,12,1208.7111060405812
3132,Niagara,NY,131758,73673,80.0,710.0,12,310.38722506410915
3133,Oneida,NY,128649,81158,84.0,579.0,12,272.19737425084753
3134,Onondaga,NY,289064,180419,180.0,1091.0,12,489.14288877201966
3135,Ontario,NY,72162,45126,44.0,329.0,12,144.43502120227484
3136,Orange,NY,220262,125924,122.0,1535.0,12,612.154615866531
3137,Orleans,NY,23085,13122,12.0,109.0,12,40.79532163740923
3138,Oswego,NY,69635,39946,40.0,382.0,12,157.98951676597144
3139,Otsego,NY,33978,22295,16.0,171.0,12,57.97633763021427
3140,Putnam,NY,63507,39784,23.0,452.0,12,117.86291274975707
3141,Queens,NY,1180052,504309,288.0,8041.0,12,1412.9731232182867
3142,Rensselaer,NY,97154,62479,67.0,472.0,12,234.36276427113302
3143,Richmond,NY,293348,140518,81.0,1775.0,12,352.88462849583584
3144,Rockland,NY,194263,104053,88.0,951.0,12,310.17414535962536
3145,St. Lawrence,NY,59370,34103,47.0,308.0,12,175.55533097521047
3146,Saratoga,NY,154480,97354,109.0,721.0,12,366.28741584668785
3147,Schenectady,NY,93776,55986,61.0,492.0,12,230.42825456404302
3148,Schoharie,NY,18489,12492,17.0,98.0,12,64.87749472655909
3149,Schuyler,NY,11812,7529,14.0,76.0,12,64.85607856411711
3150,Seneca,NY,19357,12024,17.0,108.0,12,68.2915741075227
3151,Steuben,NY,57533,34901,55.0,287.0,12,197.54228008270078
3152,Suffolk,NY,977134,541899,332.0,5033.0,12,1231.2418972218627
3153,Sullivan,NY,46700,25533,36.0,225.0,12,124.8822269807013
3154,Tioga,NY,30759,18803,19.0,149.0,12,66.26743392175744
3155,Tompkins,NY,54631,37844,40.0,266.0,12,140.22807563468723
3156,Ulster,NY,118268,79790,84.0,630.0,12,322.1699868095916
3157,Warren,NY,42163,26494,22.0,163.0,12,61.236629272096096
3158,Washington,NY,35054,20729,24.0,160.0,12,78.87259656527677
3159,Wayne,NY,54412,32402,38.0,284.0,12,142.80379328086767
3160,Westchester,NY,593559,339931,358.0,4592.0,12,1994.1301875634604
3161,Wyoming,NY,23510,13535,18.0,61.0,12,33.62654189705077
3162,Yates,NY,13466,8286,12.0,104.0,12,66.72805584429918
3163,Alamance,NC,88736,56961,41.0,441.0,12,146.70843851422796
3164,Alexander,NC,21165,13976,14.0,70.0,12,33.33805811479643
3165,Alleghany,NC,6309,4620,6.0,44.0,12,30.128388017070648
3166,Anson,NC,13790,8024,13.0,86.0,12,58.37273386507732
3167,Ashe,NC,16358,11941,19.0,88.0,12,73.59334882010417
3168,Avery,NC,9960,6568,21.0,70.0,12,106.26506024085715
3169,Beaufort,NC,28660,19106,26.0,145.0,12,94.7103977668895
3170,Bertie,NC,11288,6954,14.0,64.0,12,57.15095676819884
3171,Bladen,NC,19675,12964,19.0,88.0,12,61.186277001239546
3172,Brunswick,NC,89532,59367,32.0,426.0,12,109.62605548852817
3173,Buncombe,NC,169368,119837,92.0,609.0,12,238.18052997022824
3174,Burke,NC,47797,28517,39.0,162.0,12,95.17250036611185
3175,Cabarrus,NC,116457,74413,51.0,485.0,12,152.9251139905585
3176,Caldwell,NC,43740,26658,23.0,131.0,12,49.5967078189187
3177,Camden,NC,6305,4124,5.0,26.0,12,14.845360824718723
3178,Carteret,NC,44994,28853,32.0,134.0,12,68.61714895317851
3179,Caswell,NC,13110,8415,11.0,46.0,12,27.789473684189325
3180,Catawba,NC,87767,53771,46.0,278.0,12,104.90685565188454
3181,Chatham,NC,48187,36182,23.0,143.0,12,49.14354493949631
3182,Cherokee,NC,17929,11076,18.0,91.0,12,65.7794634390843
3183,Chowan,NC,8378,5591,8.0,66.0,12,45.375984721836495
3184,Clay,NC,7595,5275,11.0,80.0,12,83.42330480568346
3185,Cleveland,NC,53984,33669,25.0,261.0,12,87.02578541788549
3186,Columbus,NC,29555,19003,31.0,217.0,12,163.87886990351416
3187,Craven,NC,57211,35926,27.0,233.0,12,79.17218716678975
3188,Cumberland,NC,162989,94223,82.0,552.0,12,199.9526348403757
3189,Currituck,NC,16646,9960,13.0,84.0,12,47.23296888138458
3190,Dare,NC,25427,16676,20.0,118.0,12,66.82660164389554
3191,Davidson,NC,91376,57427,49.0,360.0,12,138.9949220801809
3192,Davie,NC,25786,17602,19.0,144.0,12,76.39494299229179
3193,Duplin,NC,25062,15500,21.0,150.0,12,90.49557098392367
3194,Durham,NC,190486,129034,64.0,700.0,12,169.3352792331106
3195,Edgecombe,NC,29877,17478,26.0,200.0,12,125.31378652470953
3196,Forsyth,NC,218634,137750,113.0,756.0,12,281.3293449326143
3197,Franklin,NC,37453,25681,23.0,177.0,12,78.26128748028776
3198,Gaston,NC,119184,71729,50.0,441.0,12,133.20579943615476
3199,Gates,NC,6672,4300,8.0,53.0,12,45.75539568338466
3200,Graham,NC,5198,3809,6.0,34.0,12,28.257021931457757
3201,Granville,NC,32734,21102,19.0,146.0,12,61.015457933628326
3202,Greene,NC,9812,6446,12.0,67.0,12,58.9971463513463
3203,Guilford,NC,306103,202467,175.0,1462.0,12,601.7974341969664
3204,Halifax,NC,31527,17479,23.0,100.0,12,52.526405937750965
3205,Harnett,NC,59999,35642,17.0,225.0,12,45.90076501274256
3206,Haywood,NC,37646,25419,33.0,172.0,12,108.5565531530286
3207,Henderson,NC,71837,49051,37.0,222.0,12,82.32637777188882
3208,Hertford,NC,12721,7945,15.0,76.0,12,64.52322930582145
3209,Hoke,NC,24677,13165,18.0,132.0,12,69.3244721805449
3210,Hyde,NC,2707,2004,10.0,37.0,12,98.41152567381452
3211,Iredell,NC,102267,65808,33.0,255.0,12,59.244917715386265
3212,Jackson,NC,23903,15334,20.0,204.0,12,122.89670752620052
3213,Johnston,NC,110292,67101,40.0,289.0,12,75.46512893046864
3214,Jones,NC,6009,3919,8.0,46.0,12,44.093859211109844
3215,Lee,NC,30692,19777,13.0,183.0,12,55.808679786245335
3216,Lenoir,NC,32249,19939,30.0,148.0,12,99.12865515206701
3217,Lincoln,NC,50676,31668,27.0,135.0,12,51.78782855788701
3218,Mcdowell,NC,23900,14821,20.0,115.0,12,69.2887029288413
3219,Macon,NC,22251,15511,18.0,87.0,12,50.672778751494015
3220,Madison,NC,14306,9386,16.0,82.0,12,66.03103592893468
3221,Martin,NC,14339,9226,15.0,44.0,12,33.14038635885826
3222,Mecklenburg,NC,628180,378267,215.0,2478.0,12,610.6440829061637
3223,Mitchell,NC,9237,6388,12.0,42.0,12,39.28548229940534
3224,Montgomery,NC,14069,9228,18.0,77.0,12,70.93041438618883
3225,Moore,NC,60339,40553,29.0,279.0,12,96.5465122060199
3226,Nash,NC,57092,37389,27.0,217.0,12,73.88916135359176
3227,New Hanover,NC,140086,89380,49.0,437.0,12,110.05639392943547
3228,Northampton,NC,11691,7368,21.0,103.0,12,133.2101616627036
3229,Onslow,NC,83174,38387,27.0,250.0,12,58.43172145140808
3230,Orange,NC,95531,67690,50.0,229.0,12,86.29659482261398
3231,Pamlico,NC,8158,5519,12.0,56.0,12,59.30865408181012
3232,Pasquotank,NC,23256,13747,11.0,87.0,12,29.628482972123482
3233,Pender,NC,35153,21151,25.0,148.0,12,75.78300571784037
3234,Perquimans,NC,8172,5587,9.0,42.0,12,33.303964757668496
3235,Person,NC,22874,14819,13.0,81.0,12,33.14505552153836
3236,Pitt,NC,101939,59917,46.0,387.0,12,125.73637175172155
3237,Polk,NC,13311,9336,9.0,48.0,12,23.36713995941449
3238,Randolph,NC,78657,47212,27.0,164.0,12,40.532438308092026
3239,Richmond,NC,24186,14416,18.0,119.0,12,63.76581493423313
3240,Robeson,NC,58044,31688,46.0,300.0,12,171.18048377090292
3241,Rockingham,NC,50893,32575,20.0,217.0,12,61.39940659814486
3242,Rowan,NC,79152,47957,45.0,270.0,12,110.52152819889447
3243,Rutherford,NC,37996,23174,20.0,178.0,12,67.45973260341418
3244,Sampson,NC,31220,19494,27.0,128.0,12,79.70275464443314
3245,Scotland,NC,18104,10845,12.0,86.0,12,41.04286345556726
3246,Stanly,NC,36316,22643,24.0,159.0,12,75.65590924108503
3247,Stokes,NC,26529,17311,24.0,138.0,12,89.88804704282488
3248,Surry,NC,39146,24199,32.0,189.0,12,111.23895161699504
3249,Swain,NC,7951,5352,8.0,37.0,12,26.80417557536561
3250,Transylvania,NC,22530,15932,16.0,139.0,12,71.07323568572077
3251,Tyrrell,NC,2019,1329,7.0,28.0,12,69.89598811258101
3252,Union,NC,133009,87724,60.0,404.0,12,131.21518092759652
3253,Vance,NC,24667,14368,15.0,76.0,12,33.27522601044583
3254,Wake,NC,645373,439278,215.0,2505.0,12,600.8525302421917
3255,Warren,NC,11156,7340,16.0,78.0,12,80.54499820717054
3256,Washington,NC,7356,4796,8.0,40.0,12,31.321370309908477
3257,Watauga,NC,39647,24747,28.0,193.0,12,98.13806845408276
3258,Wayne,NC,62070,36928,35.0,245.0,12,99.46834219428074
3259,Wilkes,NC,36544,23065,32.0,188.0,12,118.52889667247196
3260,Wilson,NC,46760,28763,27.0,185.0,12,76.91189050468844
3261,Yadkin,NC,20798,13378,14.0,75.0,12,36.34964900469451
3262,Yancey,NC,12572,9485,12.0,89.0,12,61.16449252301848
3316,Adams,OH,17264,8991,18.0,85.0,12,63.80908248374431
3317,Allen,OH,69338,36660,39.0,654.0,12,264.85217341136683
3318,Ashland,OH,35529,19103,21.0,162.0,12,68.94199104954575
3319,Ashtabula,OH,62311,33164,50.0,412.0,12,238.0318081879222
3320,Athens,OH,45318,23364,26.0,284.0,12,117.31497418241818
3321,Auglaize,OH,32253,19625,19.0,159.0,12,67.43930797133059
3322,Belmont,OH,47702,25426,30.0,279.0,12,126.33432560476996
3323,Brown,OH,28950,15209,20.0,128.0,12,63.66839378236142
3324,Butler,OH,254708,138444,90.0,1279.0,12,325.38907297767145
3325,Carroll,OH,18315,10570,18.0,93.0,12,65.80835380831788
3326,Champaign,OH,26398,15304,17.0,112.0,12,51.93120690959469
3327,Clark,OH,90384,48996,51.0,639.0,12,259.60435475302495
3328,Clermont,OH,141345,81257,65.0,661.0,12,218.86023559374445
3329,Clinton,OH,27252,15358,19.0,152.0,12,76.30118890353872
3330,Columbiana,OH,66688,36677,75.0,346.0,12,280.17034548940137
3331,Coshocton,OH,23119,12201,16.0,105.0,12,52.32060210214441
3332,Crawford,OH,28557,14808,8.0,153.0,12,30.86038449415875
3333,Cuyahoga,OH,902652,495865,348.0,4179.0,12,1160.0154212254429
3334,Darke,OH,34566,19940,32.0,172.0,12,114.6467627147733
3335,Defiance,OH,26283,14217,10.0,137.0,12,37.52996233305272
3336,Delaware,OH,141937,96532,50.0,760.0,12,192.76157731950138
3337,Erie,OH,54213,31056,42.0,247.0,12,137.77654806040292
3338,Fairfield,OH,103718,60669,29.0,740.0,12,148.97317726911928
3339,Fayette,OH,16737,8676,15.0,106.0,12,68.39935472302778
3340,Franklin,OH,881645,495362,357.0,3274.0,12,954.521332282257
3341,Fulton,OH,29612,16562,19.0,144.0,12,66.52438200727187
3342,Gallia,OH,19362,9929,26.0,101.0,12,97.65106910438092
3343,Geauga,OH,66730,43510,34.0,397.0,12,145.64004196011604
3344,Greene,OH,117957,69961,34.0,400.0,12,83.01330145730368
3345,Guernsey,OH,24521,12923,23.0,140.0,12,94.54753068794318
3346,Hamilton,OH,597883,345811,347.0,2263.0,12,945.6497675966544
3347,Hancock,OH,51652,28763,26.0,312.0,12,113.07674436612076
3348,Hardin,OH,18355,9603,18.0,90.0,12,63.54671751562868
3349,Harrison,OH,10277,5951,17.0,64.0,12,76.22457915726746
3350,Henry,OH,19543,10960,18.0,82.0,12,54.378549864373745
3351,Highland,OH,27978,13799,14.0,144.0,12,51.88076345698339
3352,Hocking,OH,18653,10177,12.0,87.0,12,40.29807537659342
3353,Holmes,OH,18113,9228,17.0,74.0,12,50.006072986225355
3354,Huron,OH,36408,19389,25.0,140.0,12,69.21555702041606
3355,Jackson,OH,21501,10435,14.0,109.0,12,51.10087902885861
3356,Jefferson,OH,48463,25200,42.0,290.0,12,180.95454264074016
3357,Knox,OH,42292,23221,31.0,204.0,12,107.6629149720733
3358,Lake,OH,158698,97198,58.0,686.0,12,180.51494032689882
3359,Lawrence,OH,45881,21239,34.0,299.0,12,159.53270416944716
3360,Licking,OH,121698,70159,29.0,467.0,12,80.12424197603247
3361,Logan,OH,31666,16836,14.0,162.0,12,51.568243541953024
3362,Lorain,OH,214629,116696,82.0,782.0,12,215.11203052708555
3363,Lucas,OH,307175,157064,132.0,1165.0,12,360.4512085944377
3364,Madison,OH,24921,14151,8.0,81.0,12,18.72156013000332
3365,Mahoning,OH,169621,93134,74.0,840.0,12,263.85412183631365
3366,Marion,OH,40303,21173,9.0,171.0,12,27.493734957688638
3367,Medina,OH,124922,76395,56.0,544.0,12,175.58220329484195
3368,Meigs,OH,15620,8200,18.0,97.0,12,80.48143405884733
3369,Mercer,OH,29411,17609,10.0,170.0,12,41.617082044119
3370,Miami,OH,74338,36058,24.0,338.0,12,78.56869972287679
3371,Monroe,OH,9781,5463,10.0,104.0,12,76.55658930571867
3372,Montgomery,OH,381738,209282,175.0,1477.0,12,487.512377599283
3373,Morgan,OH,9196,5261,14.0,48.0,12,52.61418007823769
3374,Morrow,OH,25316,13397,23.0,200.0,12,130.82635487433606
3375,Muskingum,OH,55015,29605,29.0,238.0,12,90.32881941287098
3376,Noble,OH,8223,4919,9.0,91.0,12,71.71105435963551
3377,Ottawa,OH,30288,18739,38.0,178.0,12,160.79239302688828
3378,Paulding,OH,12964,7070,9.0,75.0,12,37.48842949703989
3379,Perry,OH,22675,11861,15.0,146.0,12,69.53914002202004
3380,Pickaway,OH,35186,20363,29.0,160.0,12,94.94685386230464
3381,Pike,OH,18833,9063,17.0,88.0,12,57.19322465881315
3382,Portage,OH,109364,62141,56.0,593.0,12,218.62550747958937
3383,Preble,OH,28686,16110,27.0,167.0,12,113.17297636473779
3384,Putnam,OH,23828,15127,20.0,113.0,12,68.28940741981354
3385,Richland,OH,83033,45506,44.0,475.0,12,181.22914985605948
3386,Ross,OH,45142,23835,38.0,258.0,12,156.37056399801597
3387,Sandusky,OH,40236,22714,23.0,230.0,12,94.66149716669285
3388,Scioto,OH,47413,24295,37.0,312.0,12,175.30381962749135
3389,Seneca,OH,34681,19249,37.0,469.0,12,360.2595080878982
3390,Shelby,OH,32997,18994,37.0,152.0,12,122.71661060092653
3391,Stark,OH,254569,142413,137.0,1088.0,12,421.5765470265263
3392,Summit,OH,373089,218063,187.0,2355.0,12,849.8701382243687
3393,Trumbull,OH,141548,76504,68.0,632.0,12,218.60231158333437
3394,Tuscarawas,OH,59228,33294,53.0,328.0,12,211.32707503204375
3395,Union,OH,38670,24357,20.0,382.0,12,142.2498060511657
3396,Van Wert,OH,20151,10963,16.0,161.0,12,92.04108977217406
3397,Vinton,OH,8572,4254,12.0,89.0,12,89.70601959858875
3398,Warren,OH,160431,101516,67.0,782.0,12,235.13959272209016
3399,Washington,OH,43323,23918,17.0,209.0,12,59.04854234469934
3400,Wayne,OH,75115,40798,54.0,268.0,12,138.7184983025842
3401,Williams,OH,25562,13655,17.0,104.0,12,49.79892027225968
3402,Wood,OH,94928,50790,54.0,638.0,12,261.3079386482111
3403,Wyandot,OH,15771,8323,26.0,96.0,12,113.95092257934567
3404,Adair,OK,8877,5210,18.0,52.0,12,75.91753970927573
3405,Alfalfa,OK,2644,1806,9.0,25.0,12,61.27080181519943
3406,Atoka,OK,6479,4068,13.0,37.0,12,53.45269331678739
3407,Beaver,OK,2623,1808,8.0,23.0,12,50.50705299256383
3408,Beckham,OK,9928,5730,13.0,42.0,12,39.59709911357816
3409,Blaine,OK,4739,2962,10.0,34.0,12,51.65646760909125
3410,Bryan,OK,19431,11392,23.0,75.0,12,63.918480778105135
3411,Caddo,OK,12115,7393,21.0,60.0,12,74.88237721826258
3412,Canadian,OK,71090,46117,49.0,160.0,12,79.40357293570412
3413,Carter,OK,25486,14045,26.0,82.0,12,60.23071490227567
3414,Cherokee,OK,21710,13943,21.0,83.0,12,57.8056195301438
3415,Choctaw,OK,7168,4051,18.0,55.0,12,99.44196428557555
3416,Cimarron,OK,1334,808,7.0,17.0,12,64.22788605649005
3417,Cleveland,OK,140610,92449,73.0,321.0,12,119.98975890760828
3418,Coal,OK,3397,1859,9.0,27.0,12,51.50426847202972
3419,Comanche,OK,45998,26670,40.0,125.0,12,78.2642723596508
3420,Cotton,OK,3197,2018,10.0,27.0,12,60.80700656846791
3421,Craig,OK,7025,4770,13.0,37.0,12,49.29822064049922
3422,Creek,OK,35671,22762,36.0,104.0,12,75.57063160548469
3423,Custer,OK,14028,8323,14.0,46.0,12,33.0538922155453
3424,Delaware,OK,19682,13179,22.0,73.0,12,58.750127019581974
3425,Dewey,OK,2669,1774,10.0,29.0,12,78.23154739573536
3426,Ellis,OK,2223,1480,8.0,24.0,12,62.18623481753403
3427,Garfield,OK,27116,17432,31.0,109.0,12,89.72119781675404
3428,Garvin,OK,13576,7944,18.0,59.0,12,56.32292280490842
3429,Grady,OK,28444,17209,29.0,89.0,12,65.33258332159143
3430,Grant,OK,2607,1713,8.0,22.0,12,48.60759493652241
3431,Greer,OK,2424,1481,9.0,24.0,12,64.15841584131948
3432,Harmon,OK,1219,754,6.0,15.0,12,53.158326496692716
3433,Harper,OK,1775,1214,7.0,19.0,12,53.94929577434395
3434,Haskell,OK,6018,3720,12.0,35.0,12,50.249252243186696
3435,Hughes,OK,6072,3852,16.0,46.0,12,87.27272727258355
3436,Jackson,OK,9784,6517,16.0,50.0,12,58.87162714630123
3437,Jefferson,OK,2930,1577,10.0,30.0,12,73.72013651851972
3438,Johnston,OK,5167,3029,14.0,39.0,12,76.08283336544207
3439,Kay,OK,21035,13024,27.0,79.0,12,73.00974566195721
3440,Kingfisher,OK,7427,5142,15.0,38.0,12,55.25784300517671
3441,Kiowa,OK,4335,2725,10.0,36.0,12,59.79238754311467
3442,Latimer,OK,5139,3031,13.0,36.0,12,65.5691768825344
3443,Le Flore,OK,22395,12858,38.0,111.0,12,135.60884125914907
3444,Lincoln,OK,17502,11325,22.0,66.0,12,59.73260198831006
3445,Logan,OK,24064,15918,22.0,74.0,12,48.71010638295848
3446,Love,OK,5315,2782,13.0,36.0,12,63.39793038558157
3447,Mcclain,OK,21342,13862,27.0,88.0,12,80.15743604157053
3448,Mccurtain,OK,13330,7606,31.0,90.0,12,150.6976744184916
3449,Mcintosh,OK,10199,6653,15.0,43.0,12,45.53387587013871
3450,Major,OK,3963,2757,9.0,29.0,12,47.41862225574712
3451,Marshall,OK,7204,4426,12.0,35.0,12,41.97667962237371
3452,Mayes,OK,19652,12968,28.0,87.0,12,89.2489314064272
3453,Murray,OK,6787,4380,11.0,28.0,12,32.67423014581895
3454,Muskogee,OK,31781,19758,30.0,99.0,12,67.28548503820922
3455,Noble,OK,5879,3999,13.0,39.0,12,62.09219254964774
3456,Nowata,OK,5328,3529,12.0,31.0,12,50.27027027017592
3457,Okfuskee,OK,5242,3117,14.0,41.0,12,78.84013735200527
3458,Oklahoma,OK,357332,234462,259.0,836.0,12,436.2813294079333
3459,Okmulgee,OK,17520,11067,25.0,80.0,12,82.19178082187089
3460,Osage,OK,23900,15401,28.0,91.0,12,76.75983263595114
3461,Ottawa,OK,14445,8562,17.0,51.0,12,43.214953270998116
3462,Pawnee,OK,7909,4938,11.0,29.0,12,29.040333796903475
3463,Payne,OK,34931,22832,32.0,94.0,12,62.00108785890413
3464,Pittsburg,OK,22475,13434,40.0,125.0,12,160.17797552829356
3465,Pontotoc,OK,19034,11940,22.0,72.0,12,59.91804139956923
3466,Pottawatomie,OK,33520,21097,27.0,93.0,12,53.93556085917246
3467,Pushmataha,OK,5832,3351,14.0,49.0,12,84.69135802454613
3468,Roger Mills,OK,2132,1518,10.0,26.0,12,87.80487804836865
3469,Rogers,OK,49991,33221,38.0,150.0,12,82.09477705985437
3470,Seminole,OK,10450,6607,15.0,36.0,12,37.20574162675865
3471,Sequoyah,OK,18278,11545,27.0,79.0,12,84.02232191701279
3472,Stephens,OK,23199,13845,27.0,81.0,12,67.87533945425756
3473,Texas,OK,7192,4153,12.0,36.0,12,43.24805339259838
3474,Tillman,OK,3508,2105,10.0,29.0,12,59.521094640651306
3475,Tulsa,OK,307160,203238,264.0,898.0,12,555.7098580544161
3476,Wagoner,OK,37882,26040,33.0,110.0,12,68.99318937752257
3477,Washington,OK,28178,17882,24.0,89.0,12,54.57874937892874
3478,Washita,OK,5866,3826,13.0,42.0,12,67.01670644379983
3479,Woods,OK,4290,2858,7.0,25.0,12,29.370629370560906
3480,Woodward,OK,9501,5926,14.0,51.0,12,54.10798863271854
3584,Barrington Town,RI,13684,8340,6.0,66.0,12,20.83601286172111
3585,Bristol Town,RI,15685,9088,10.0,81.0,12,37.18202103918573
3586,Warren Town,RI,7731,4054,4.0,28.0,12,10.430733410929465
3587,Coventry Town,RI,25406,14242,19.0,118.0,12,63.537746988875256
3588,East Greenwich Town,RI,10731,6742,6.0,50.0,12,20.128599384940706
3589,Warwick City,RI,60628,34701,34.0,240.0,12,96.90572012929721
3590,West Greenwich Town,RI,4983,2863,8.0,33.0,12,38.14569536416186
3591,West Warwick Town,RI,18663,9576,5.0,84.0,12,16.20318276803504
3592,Jamestown Town,RI,4785,3293,3.0,24.0,12,10.833855799350399
3593,Little Compton Town,RI,3168,1973,2.0,12.0,12,5.454545454528237
3594,Middletown Town,RI,10920,6180,6.0,59.0,12,23.340659340637966
3595,Newport City,RI,14203,8012,10.0,74.0,12,37.513201436289854
3596,Portsmouth Town,RI,13721,8004,9.0,66.0,12,31.16973981485958
3597,Tiverton Town,RI,12435,6586,8.0,65.0,12,30.108564535560827
3598,Burrillville Town,RI,11221,6105,7.0,38.0,12,17.067997504663516
3599,Central Falls City,RI,8641,2614,9.0,52.0,12,38.99548663344636
3600,Cranston City,RI,54428,31659,31.0,300.0,12,123.02491364736477
3601,Cumberland Town,RI,25223,14190,14.0,102.0,12,40.762795860904426
3602,East Providence City,RI,32937,17288,19.0,136.0,12,56.48601876307603
3603,Foster Town,RI,3847,2156,3.0,20.0,12,11.229529503480038
3604,Glocester Town,RI,7898,4374,5.0,31.0,12,14.130159534041365
3605,Johnston Town,RI,21631,10905,14.0,80.0,12,37.27982987377501
3606,Lincoln Town,RI,17201,9276,12.0,83.0,12,41.69059938373252
3607,North Providence Tow,RI,23907,12276,17.0,170.0,12,87.03726941896221
3608,North Smithfield Tow,RI,9941,5057,6.0,38.0,12,16.513429232454968
3609,Pawtucket City,RI,40891,17274,32.0,271.0,12,152.69472500057404
3610,Providence City,RI,116273,43457,81.0,500.0,12,250.78909119053858
3611,Scituate Town,RI,8543,5322,4.0,30.0,12,10.113543251773248
3612,Smithfield Town,RI,14947,8992,7.0,100.0,12,33.71914096471953
3613,Woonsocket City,RI,25242,9622,13.0,100.0,12,37.08105538386931
3614,Charlestown Town,RI,6321,3806,5.0,32.0,12,18.224964404337566
3615,Exeter Town,RI,5069,3008,4.0,27.0,12,15.340303807426828
3616,Hopkinton Town,RI,6142,3454,4.0,33.0,12,15.473787040026908
3617,Narragansett Town,RI,11934,7134,6.0,60.0,12,21.719457013556458
3618,New Shoreham Town,RI,1347,786,2.0,11.0,12,11.75946547875457
3619,North Kingstown Town,RI,22150,13328,10.0,78.0,12,25.354401805857627
3620,Richmond Town,RI,6154,3326,3.0,18.0,12,6.317842053938385
3621,South Kingstown Town,RI,21334,12858,11.0,99.0,12,36.75260148118649
3622,Westerly Town,RI,17454,9204,11.0,88.0,12,39.93124785147248
3624,Aiken,SC,123953,60333,114.0,509.0,12,337.05291521783766
3626,Anderson,SC,130479,63507,81.0,515.0,12,230.18876600830555
3627,Bamberg,SC,10439,4855,15.0,56.0,12,57.93658396392572
3628,Barnwell,SC,14821,7420,10.0,81.0,12,39.34957155384971
3629,Beaufort,SC,140797,71329,63.0,511.0,12,164.62680312789584
3630,Berkeley,SC,138353,66516,59.0,354.0,12,108.6924027668277
3631,Calhoun,SC,11435,6056,15.0,59.0,12,55.72365544376412
3632,Charleston,SC,312575,149136,123.0,584.0,12,165.46121730784083
3633,Cherokee,SC,36193,16877,31.0,195.0,12,120.25529798576515
3634,Chester,SC,22554,10995,24.0,84.0,12,64.35754189941281
3635,Chesterfield,SC,28369,12143,28.0,108.0,12,76.74856357288705
3636,Clarendon,SC,25181,12274,27.0,100.0,12,77.2010642944771
3637,Colleton,SC,27441,13373,34.0,134.0,12,119.54083305997611
3638,Darlington,SC,47407,23525,36.0,305.0,12,166.7601830952883
3639,Dillon,SC,21148,8315,23.0,104.0,12,81.43748817851265
3640,Dorchester,SC,112005,51438,48.0,273.0,12,84.2362394535883
3641,Edgefield,SC,18502,9534,15.0,68.0,12,39.6930061614746
3642,Fairfield,SC,16998,9440,25.0,79.0,12,83.656900811811
3643,Florence,SC,96050,45966,79.0,567.0,12,335.7726184278672
3644,Georgetown,SC,48440,26177,37.0,209.0,12,114.94137076793663
3645,Greenville,SC,353629,178353,199.0,1064.0,12,431.10129542541955
3646,Greenwood,SC,45511,23460,52.0,292.0,12,240.21621146530725
3647,Hampton,SC,14109,6819,20.0,80.0,12,81.65001063145394
3648,Horry,SC,245776,111891,130.0,603.0,12,229.64325239241302
3649,Jasper,SC,20607,9482,17.0,92.0,12,54.645508807660185
3650,Kershaw,SC,46126,23769,37.0,187.0,12,108.0015609417448
3651,Lancaster,SC,65361,33328,38.0,250.0,12,104.6495616651972
3652,Laurens,SC,42976,20574,37.0,187.0,12,115.91772151896038
3653,Lee,SC,12731,6442,25.0,94.0,12,132.9039352759933
3654,Lexington,SC,197009,100372,100.0,683.0,12,249.61296184437006
3655,Mccormick,SC,7790,4479,14.0,39.0,12,50.46469833112906
3656,Marion,SC,23441,10623,19.0,108.0,12,63.02802781448614
